原文	语言	首选简中译名	别名	类别	适用作品	备注	依据	状态
エル・カラマレス	ja	El Calamares		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#COP121	verified
Octavio Dome	en	将军安全帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#COP122	verified
ショーグンメット	ja	将军安全帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#COP122	verified
Hard Hat Replica	en	打工安全帽 复制		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#COP123	verified
バイトヘルメット レプリカ	ja	打工安全帽 复制		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#COP123	verified
Retro Specs	en	复古黑框眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE000	verified
クロブチ レトロ	ja	复古黑框眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE000	verified
Splash Goggles	en	斯普拉护目镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE001	verified
スプラッシュゴーグル	ja	斯普拉护目镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE001	verified
Pilot Goggles	en	飞行员护目镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE002	verified
パイロットゴーグル	ja	飞行员护目镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE002	verified
Tinted Shades	en	有色眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE003	verified
イロメガネ	ja	有色眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE003	verified
Black Arrowbands	en	眼镜固定带 黑色		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE004	verified
アローバンド ブラック	ja	眼镜固定带 黑色		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE004	verified
Snorkel Mask	en	潜水护目镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE005	verified
ダイバーゴーグル	ja	潜水护目镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE005	verified
White Arrowbands	en	眼镜固定带 白色		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE006	verified
アローバンド ホワイト	ja	眼镜固定带 白色		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE006	verified
Fake Contacts	en	显眼隐形眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE007	verified
ダテコンタクト	ja	显眼隐形眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE007	verified
18K Aviators	en	明星墨镜 18K		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE008	verified
タレサン18K	ja	明星墨镜 18K		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE008	verified
Full-Moon Glasses	en	玳瑁圆形眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE009	verified
マルベッコー	ja	玳瑁圆形眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE009	verified
Octoglasses	en	章鱼墨镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE010	verified
オクタグラス	ja	章鱼墨镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE010	verified
Half-Rim Glasses	en	半框眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE011	verified
セルブロウ	ja	半框眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE011	verified
Double Egg Shades	en	铁蛋墨镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE012	verified
ダブルエッグサングラス	ja	铁蛋墨镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE012	verified
Zekko Cap	en	泽酷翻檐帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE013	verified
エゾッコフリッパー	ja	泽酷翻檐帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE013	verified
SV925 Circle Shades	en	圆形墨镜SV925		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE014	verified
マルサンSV925	ja	圆形墨镜SV925		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE014	verified
Annaki Beret & Glasses	en	无法无天巴斯克贝雷帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE015	verified
アナアキバスクベレー	ja	无法无天巴斯克贝雷帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE015	verified
Swim Goggles	en	竞技泳镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE016	verified
スイミングモーグル	ja	竞技泳镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE016	verified
Ink-Guard Goggles	en	防墨护目镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE017	verified
スミガードゴーグル	ja	防墨护目镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE017	verified
Toni Kensa Goggles	en	剑尖特制竞技泳镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE018	verified
モーグル タタキベッチュー	ja	剑尖特制竞技泳镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE018	verified
Ink-Tinted Goggles	en	桶眼鱼护目镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE021	verified
デメニギスゴーグル	ja	桶眼鱼护目镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE021	verified
Retro Framers	en	8-Bit 镜框		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE022	verified
８ビットフレーム	ja	8-Bit 镜框		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE022	verified
Glassless Glasses	en	眼饰		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE023	verified
ワイヤーグラス	ja	眼饰		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE023	verified
Triple-Deck Specs	en	墨墨墨镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE024	verified
サンサンサングラス	ja	墨墨墨镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE024	verified
Invisifloats	en	浮法玻璃透明眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE025	verified
フロート クリアグラス	ja	浮法玻璃透明眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE025	verified
Moto Shades	en	骑士偏光眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE026	verified
バイカーシェード	ja	骑士偏光眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE026	verified
Annaki Charms	en	无法无天方形眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE027	verified
アナアキスクエアグラス	ja	无法无天方形眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE027	verified
Glam Clam Specs	en	蛤蜊墨镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE028	verified
クラムグラス	ja	蛤蜊墨镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE028	verified
Retro BluFocals	en	球形墨镜BC925		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE029	verified
タマサンBC925	ja	球形墨镜BC925		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE029	verified
Sea-Me-Nots	en	眼鲷墨镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE030	verified
メダイサングラス	ja	眼鲷墨镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE030	verified
Hipster Horn-Rims	en	粗框方形眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE031	verified
フトブチスクエア	ja	粗框方形眼镜		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE031	verified
Deluxury Sleep Mask	en	完美眼罩		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE032	verified
パーフェクトスリーパー	ja	完美眼罩		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#EYE032	verified
White Headband	en	头带 白色		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#FST000	verified
ヘッドバンド ホワイト	ja	头带 白色		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#FST000	verified
Kyonshi Hat	en	僵僵帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP000	verified
キョンキョンぼう	ja	僵僵帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP000	verified
Li'l Devil Horns	en	海蛞蝓角发箍		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP001	verified
ウミウシカチューシャ	ja	海蛞蝓角发箍		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP001	verified
Hockey Mask	en	曲棍球面具		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP002	verified
ホッケかめん	ja	曲棍球面具		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP002	verified
Anglerfish Mask	en	灯笼鱼橡皮面罩		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP003	verified
アンコウラバーマスク	ja	灯笼鱼橡皮面罩		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP003	verified
Festive Party Cone	en	派对装饰三角帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP004	verified
パーティーコーンデコ	ja	派对装饰三角帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP004	verified
New Year's Glasses DX	en	新年眼镜DX		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP005	verified
ニューイヤーグラスDX	ja	新年眼镜DX		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP005	verified
Twisty Headband	en	华丽扭绳头带		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP006	verified
ねじりゴージャス	ja	华丽扭绳头带		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP006	verified
Eel-Cake Hat	en	花园鳗快乐圆边帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP007	verified
ハッピーチンアナゴハット	ja	花园鳗快乐圆边帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP007	verified
Purple Novelty Visor	en	活动纪念帽 鲁冰紫		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP008	verified
ノベルティバイザールピナス	ja	活动纪念帽 鲁冰紫		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP008	verified
Green Novelty Visor	en	活动纪念帽 荠菜绿		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP009	verified
ノベルティバイザーナズナ	ja	活动纪念帽 荠菜绿		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP009	verified
Orange Novelty Visor	en	活动纪念帽 虞美人橘		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP010	verified
ノベルティバイザーポピー	ja	活动纪念帽 虞美人橘		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP010	verified
Pink Novelty Visor	en	活动纪念帽 石竹粉		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP011	verified
ノベルティバイザーナデシコ	ja	活动纪念帽 石竹粉		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP011	verified
Jetflame Crest	en	火焰鸡冠帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP012	verified
バーニングブロイラー	ja	火焰鸡冠帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP012	verified
Fierce Fishskull	en	巨鱼骨盔		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP013	verified
ギガギョコツ	ja	巨鱼骨盔		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP013	verified
Hivemind Antenna	en	宇宙天线		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP014	verified
コズミックアンテナ	ja	宇宙天线		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP014	verified
Eye of Justice	en	正义之脑		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP015	verified
ジャスティスブレイン	ja	正义之脑		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP015	verified
Undead Head	en	木乃鱿裹头布		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP016	verified
マミイカヘッド	ja	木乃鱿裹头布		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP016	verified
The Plankton Walker	en	石狗公队长		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP017	verified
キャプテン・カサゴ	ja	石狗公队长		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP017	verified
Swim Reaper	en	吓人面具		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP018	verified
スケアリーフェイス	ja	吓人面具		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP018	verified
Bleak Beak	en	旗鱼面罩		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP019	verified
カジキマスク	ja	旗鱼面罩		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP019	verified
Dapperdasher Hat	en	钩子怪盗帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP020	verified
カイトウ・フック	ja	钩子怪盗帽		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP020	verified
Coral Wreath	en	贝壳头环		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP021	verified
カイノワ	ja	贝壳头环		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP021	verified
Golden Gala Masque	en	金鱼舞会面具		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP022	verified
キンギョマスケラ	ja	金鱼舞会面具		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP022	verified
Octopearl Crown	en	章鱼珍珠皇冠		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP023	verified
オクトパールクラウン	ja	章鱼珍珠皇冠		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP023	verified
Teal Pinhole Shades	en	活动纪念墨镜 风信子		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP024	verified
ノベルティグラス ムスカリ	ja	活动纪念墨镜 风信子		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP024	verified
Green Pinhole Shades	en	活动纪念墨镜 四叶草		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP025	verified
ノベルティグラス ヨツバ	ja	活动纪念墨镜 四叶草		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP025	verified
Pink Pinhole Shades	en	活动纪念墨镜 银莲花		头部装备	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Head#HAP026	verified
